ID;Name;Level;Element1;Element2;Health;Abilities
M3_VOLCANO_STEAMGINEER_1;Steamgineer;1;Fire;None;80;
M3_VOLCANO_MARKED_GRIFTER_3;Marked Grifter;3;Fire;None;90;Whenever an allied Vapyro enters the battlegrounds, deal five damage to the enemy hero.
M3_VOLCANO_CRYSTAL_CANNONEER_5;Crystal Cannoneer;5;Fire;None;90;Whenever you swipe a fire chain with 7 or more crystals, deal three damage to all enemy troops.
M3_VOLCANO_VATVERI_VINTNER_7;Vatveri Vintner;7;Fire;None;80;At the start of your turn, you draw an action.
M3_VOLCANO_RATHOS_SECONDBORN_9;Rathos Secondborn;9;Fire;None;110;At the start of your opponent's turn, deal one damage to a random enemy troop.
M3_VOLCANO_LAWALRUS_WRANGLER_11;Lawalrus Wrangler;11;Fire;Water;90;
M3_VOLCANO_SOLAREFA_STEAM_ORGANIST_13;Solarefa, Steam Organist;13;Fire;Air;120;Whenever you play an action, your hero gains 10 {r}.
M3_VOLCANO_AUKAI_STEAMSHIP_CAPTAIN_15;Aukai, Steamship Captain;15;Fire;Water;130;
M3_VOLCANO_MAKANI_STEAMGLIDER_17;Makani, Steamglider;17;Fire;Air;140;Whenever you swipe an air chain, deal one damage to all enemy troops.
M3_VOLCANO_SANYI_OF_THE_IRONSPITTER_19;Sanyi of the Ironspitter;19;Fire;None;130;At the start of your turn, deal three damage to this. Transform a random allied {f} into {F}.
M3_VOLCANO_STEAMGINEER_21;Steamgineer;21;Fire;None;150;
M3_VOLCANO_MARKED_GRIFTER_23;Marked Grifter;23;Fire;None;150;Whenever an allied Vapyro enters the battlegrounds, deal five damage to the enemy hero.
M3_VOLCANO_CRYSTAL_CANNONEER_25;Crystal Cannoneer;25;Fire;None;140;Whenever you swipe a fire chain with 7 or more crystals, deal four damage to all enemy troops.
M3_VOLCANO_VATVERI_VINTNER_27;Vatveri Vintner;27;Fire;None;130;At the start of your turn, you draw an action.
M3_VOLCANO_RATHOS_SECONDBORN_29;Rathos Secondborn;29;Fire;None;150;At the start of your opponent's turn, deal two damage to a random enemy troop.
M3_VOLCANO_LAWALRUS_WRANGLER_31;Lawalrus Wrangler;31;Fire;Water;135;
M3_VOLCANO_SOLAREFA_STEAM_ORGANIST_33;Solarefa, Steam Organist;33;Fire;Air;170;Whenever you play an action, your hero gains 10 {r}.
M3_VOLCANO_AUKAI_STEAMSHIP_CAPTAIN_35;Aukai, Steamship Captain;35;Fire;Water;180;
M3_VOLCANO_MAKANI_STEAMGLIDER_37;Makani, Steamglider;37;Fire;Air;170;Whenever you swipe an air chain, deal one damage to all enemy troops.
M3_VOLCANO_SANYI_OF_THE_IRONSPITTER_39;Sanyi of the Ironspitter;39;Fire;None;170;At the start of your turn, deal three damage to this. Transform a random allied {f} into {F}.
M3_VOLCANO_STEAMGINEER_41;Steamgineer;41;Fire;None;200;
M3_VOLCANO_MARKED_GRIFTER_43;Marked Grifter;43;Fire;None;210;Whenever an allied Vapyro enters the battlegrounds, deal five damage to the enemy hero.
M3_VOLCANO_CRYSTAL_CANNONEER_45;Crystal Cannoneer;45;Fire;None;190;Whenever you swipe a fire chain with 7 or more crystals, deal five damage to all enemy troops.
M3_VOLCANO_VATVERI_VINTNER_47;Vatveri Vintner;47;Fire;None;180;At the start of your turn, you draw an action.
M3_VOLCANO_RATHOS_SECONDBORN_49;Rathos Secondborn;49;Fire;None;210;At the start of your opponent's turn, deal three damage to a random enemy troop.
M3_VOLCANO_LAWALRUS_WRANGLER_51;Lawalrus Wrangler;51;Fire;Water;180;
M3_VOLCANO_SOLAREFA_STEAM_ORGANIST_53;Solarefa, Steam Organist;53;Fire;Air;210;Whenever you play an action, your hero gains 10 {r}.
M3_VOLCANO_AUKAI_STEAMSHIP_CAPTAIN_55;Aukai, Steamship Captain;55;Fire;Water;230;
M3_VOLCANO_MAKANI_STEAMGLIDER_57;Makani, Steamglider;57;Fire;Air;240;Whenever you swipe an air chain, deal one damage to all enemy troops.
M3_VOLCANO_SANYI_OF_THE_IRONSPITTER_59;Sanyi of the Ironspitter;59;Fire;None;210;At the start of your turn, deal three damage to this. Transform a random allied {f} into {F}.
M3_VOLCANO_STEAMGINEER_61;Steamgineer;61;Fire;None;250;
M3_VOLCANO_MARKED_GRIFTER_63;Marked Grifter;63;Fire;None;270;Whenever an allied Vapyro enters the battlegrounds, deal five damage to the enemy hero.
M3_VOLCANO_CRYSTAL_CANNONEER_65;Crystal Cannoneer;65;Fire;None;240;Whenever you swipe a fire chain with 7 or more crystals, deal six damage to all enemy troops.
M3_VOLCANO_VATVERI_VINTNER_67;Vatveri Vintner;67;Fire;None;230;At the start of your turn, you draw an action.
M3_VOLCANO_RATHOS_SECONDBORN_69;Rathos Secondborn;69;Fire;None;260;At the start of your opponent's turn, deal four damage to a random enemy troop.
M3_VOLCANO_LAWALRUS_WRANGLER_71;Lawalrus Wrangler;71;Fire;Water;225;
M3_VOLCANO_SOLAREFA_STEAM_ORGANIST_73;Solarefa, Steam Organist;73;Fire;Air;250;Whenever you play an action, your hero gains 10 {r}.
M3_VOLCANO_AUKAI_STEAMSHIP_CAPTAIN_75;Aukai, Steamship Captain;75;Fire;Water;280;
M3_VOLCANO_MAKANI_STEAMGLIDER_77;Makani, Steamglider;77;Fire;Air;290;Whenever you swipe an air chain, deal one damage to all enemy troops.
M3_VOLCANO_SANYI_OF_THE_IRONSPITTER_79;Sanyi of the Ironspitter;79;Fire;None;250;At the start of your turn, deal three damage to this. Transform a random allied {f} into {F}.
M3_VOLCANO_STEAMGINEER_81;Steamgineer;81;Fire;None;300;
M3_VOLCANO_MARKED_GRIFTER_83;Marked Grifter;83;Fire;None;330;Whenever an allied Vapyro enters the battlegrounds, deal five damage to the enemy hero.
M3_VOLCANO_CRYSTAL_CANNONEER_85;Crystal Cannoneer;85;Fire;None;290;Whenever you swipe a fire chain with 7 or more crystals, deal seven damage to all enemy troops.
M3_VOLCANO_VATVERI_VINTNER_87;Vatveri Vintner;87;Fire;None;280;At the start of your turn, you draw an action.
M3_VOLCANO_RATHOS_SECONDBORN_89;Rathos Secondborn;89;Fire;None;310;At the start of your opponent's turn, deal five damage to a random enemy troop.
M3_VOLCANO_LAWALRUS_WRANGLER_91;Lawalrus Wrangler;91;Fire;Water;270;
M3_VOLCANO_SOLAREFA_STEAM_ORGANIST_93;Solarefa, Steam Organist;93;Fire;Air;290;Whenever you play an action, your hero gains 10 {r}.
M3_VOLCANO_AUKAI_STEAMSHIP_CAPTAIN_95;Aukai, Steamship Captain;95;Fire;Water;330;
M3_VOLCANO_MAKANI_STEAMGLIDER_97;Makani, Steamglider;97;Fire;Air;340;Whenever you swipe an air chain, deal one damage to all enemy troops.
M3_VOLCANO_SANYI_OF_THE_IRONSPITTER_99;Sanyi of the Ironspitter;99;Fire;None;290;At the start of your turn, deal three damage to this. Transform a random allied {f} into {F}.
M3_VOLCANO_LIVING_FLAME_1;Living Flame;2;Fire;None;70;
M3_VOLCANO_FLAMESHEEP_2;Flamesheep;2;Fire;None;80;
M3_VOLCANO_SALAMANDER_3;Salamander;3;Fire;None;85;
M3_VOLCANO_OBSIDIAN_CRAB_4;Obsidian Crab;4;Fire;None;100;
M3_VOLCANO_AGANJU_90;Aganju, Heart of Sol;90;Fire;None;400;Whenever you play a troop, you create a random non-water Weapon from the Relegatia set in your hand.
M3_VOLCANO_SURTR_99;Surtr;99;Fire;None;500;At the start of your turn, deal ten damage to all troops.
M3_SHIP_M3H4_5;Leana;5;Water;None;110;
M3_SHIP_M3H4_10;Leana;10;Water;None;115;10{r}: Destroy all crystals in chosen 3x3 square.
M3_SHIP_M3H4_15;Leana;15;Water;None;120;
M3_SHIP_M3H4_20;Leana;20;Water;None;125;The cost of Merfolk in your hand is reduced by 2.
M3_SHIP_M3H4_25;Leana;25;Water;None;130;The cost of Merfolk in your hand is reduced by 2.|10{r}: Destroy all crystals in chosen 3x3 square.
M3_SHIP_M3H4_30;Leana;30;Water;None;135;Whenever you play a Merfolk, your hero gains 10 {r}.|The cost of Merfolk in your hand is reduced by 2.
M3_SHIP_M3H4_35;Leana;35;Water;None;140;Whenever you play a Merfolk, your hero gains 10 {r}.|The cost of Merfolk in your hand is reduced by 2.|10{r}: Destroy all crystals in chosen 3x3 square.
M3_SHIP_M3H4_40;Leana;40;Water;None;145;10{r}: Turn chosen Merfolk in your hand into a quick card.|Whenever you play a Merfolk, your hero gains 10 {r}.|The cost of Merfolk in your hand is reduced by 2.|10{r}: Destroy all crystals in chosen 3x3 square.
M3_SHIP_M3H4_45;Leana;45;Water;None;150;10{r}: Turn chosen Merfolk in your hand into a quick card.|Whenever you play a Merfolk, your hero gains 10 {r}.|The cost of Merfolk in your hand is reduced by 2.|10{r}: Destroy all crystals in chosen 3x3 square.
M3_SHIP_M3H4_50;Leana;50;Water;None;155;Allied Merfolk gain +5{h}.|10{r}: Turn chosen Merfolk in your hand into a quick card.|Whenever you play a Merfolk, your hero gains 10 {r}.|The cost of Merfolk in your hand is reduced by 2.|10{r}: Destroy all crystals in chosen 3x3 square.
M3_SHIP_M3H4_55;Leana;55;Water;None;160;Allied Merfolk gain +5{h}.|10{r}: Turn chosen Merfolk in your hand into a quick card.|Whenever you play a Merfolk, your hero gains 10 {r}.|The cost of Merfolk in your hand is reduced by 2.
M3_SHIP_M3H4_60;Leana;60;Water;None;165;Allied Merfolk gain +5{h}.|10{r}: Turn chosen Merfolk in your hand into a quick card.|Whenever you play a Merfolk, your hero gains 10 {r}.|The cost of Merfolk in your hand is reduced by 2.|10{r}: Destroy all crystals in chosen 3x3 square.
M3_SHIP_M3H4_65;Leana;65;Water;None;170;Allied Merfolk gain +5{h}.|10{r}: Turn chosen Merfolk in your hand into a quick card.|Whenever you play a Merfolk, your hero gains 10 {r}.|The cost of Merfolk in your hand is reduced by 2.
M3_SHIP_M3H4_70;Leana;70;Water;None;175;Allied Merfolk gain +5{h}.|10{r}: Turn chosen Merfolk in your hand into a quick card.|Whenever you play a Merfolk, your hero gains 10 {r}.|The cost of Merfolk in your hand is reduced by 2.
M3_SHIP_M3H4_75;Leana;75;Water;None;180;Allied Merfolk gain +5{h}.|10{r}: Turn chosen Merfolk in your hand into a quick card.|Whenever you play a Merfolk, your hero gains 10 {r}.|The cost of Merfolk in your hand is reduced by 2.|10{r}: Destroy all crystals in chosen 3x3 square.
M3_SHIP_M3H4_80;Leana;80;Water;None;185;Allied Merfolk gain +5{h}.|10{r}: Turn chosen Merfolk in your hand into a quick card.|Whenever you play a Merfolk, your hero gains 10 {r}.|The cost of Merfolk in your hand is reduced by 2.|10{r}: Destroy all crystals in chosen 3x3 square.
M3_SHIP_M3H4_85;Leana;85;Water;None;190;Allied Merfolk gain +5{h}.|10{r}: Turn chosen Merfolk in your hand into a quick card.|Whenever you play a Merfolk, your hero gains 10 {r}.|The cost of Merfolk in your hand is reduced by 2.|10{r}: Destroy all crystals in chosen 3x3 square.
M3_SHIP_M3H4_90;Leana;90;Water;None;195;Allied Merfolk gain +5{h}.|10{r}: Turn chosen Merfolk in your hand into a quick card.|Whenever you play a Merfolk, your hero gains 10 {r}.|The cost of Merfolk in your hand is reduced by 2.|10{r}: Destroy all crystals in chosen 3x3 square.
M3_SHIP_M3H4_95;Leana;95;Water;None;200;Allied Merfolk gain +5{h}.|10{r}: Turn chosen Merfolk in your hand into a quick card.|Whenever you play a Merfolk, your hero gains 10 {r}.|The cost of Merfolk in your hand is reduced by 2.|10{r}: Destroy all crystals in chosen 3x3 square.
M3_SHIP_M3H8_24;Stellamarya;24;Water;Light;125;As long as there is exactly one card in your hand, you can play cards as quick cards.|10{r}: Destroy all crystals in chosen cross.
M3_SHIP_M3H8_29;Stellamarya;29;Water;Light;130;If there are no cards in your hand, you gain double charge.|As long as there is exactly one card in your hand, you can play cards as quick cards.|10{r}: Destroy all crystals in chosen cross.
M3_SHIP_M3H8_34;Stellamarya;34;Water;Light;135;If there are no cards in your hand, you gain double charge.|As long as there is exactly one card in your hand, you can play cards as quick cards.|10{r}: Destroy all crystals in chosen cross.
M3_SHIP_M3H8_39;Stellamarya;39;Water;Light;140;20{r}: You draw two cards. You can use this ability only if there are no cards in your hand.|If there are no cards in your hand, you gain double charge.|As long as there is exactly one card in your hand, you can play cards as quick cards.|10{r}: Destroy all crystals in chosen cross.
M3_SHIP_M3H8_44;Stellamarya;44;Water;Light;145;20{r}: You draw two cards. You can use this ability only if there are no cards in your hand.|If there are no cards in your hand, you gain double charge.|As long as there is exactly one card in your hand, you can play cards as quick cards.|10{r}: Destroy all crystals in chosen cross.
M3_SHIP_M3H8_49;Stellamarya;49;Water;Light;150;At the start of your turn, if there are no allied {N}, transform a random allied {l} into {L}. Transform a random allied {w} into {W}.|20{r}: You draw two cards. You can use this ability only if there are no cards in your hand.|If there are no cards in your hand, you gain double charge.|As long as there is exactly one card in your hand, you can play cards as quick cards.|10{r}: Destroy all crystals in chosen cross.
M3_SHIP_M3H8_54;Stellamarya;54;Water;Light;155;At the start of your turn, if there are no allied {N}, transform a random allied {l} into {L}. Transform a random allied {w} into {W}.|20{r}: You draw two cards. You can use this ability only if there are no cards in your hand.|If there are no cards in your hand, you gain double charge.|As long as there is exactly one card in your hand, you can play cards as quick cards.|10{r}: Destroy all crystals in chosen cross.
M3_SHIP_M3H8_59;Stellamarya;59;Water;Light;160;At the start of your turn, if there are no allied {N}, transform a random allied {l} into {L}. Transform a random allied {w} into {W}.|20{r}: You draw two cards. You can use this ability only if there are no cards in your hand.|If there are no cards in your hand, you gain double charge.|As long as there is exactly one card in your hand, you can play cards as quick cards.|10{r}: Destroy all crystals in chosen cross.
M3_SHIP_M3H8_64;Stellamarya;64;Water;Light;165;At the start of your turn, if there are no allied {N}, transform a random allied {l} into {L}. Transform a random allied {w} into {W}.|20{r}: You draw two cards. You can use this ability only if there are no cards in your hand.|If there are no cards in your hand, you gain double charge.|As long as there is exactly one card in your hand, you can play cards as quick cards.|10{r}: Destroy all crystals in chosen cross.
M3_SHIP_M3H8_69;Stellamarya;69;Water;Light;170;At the start of your turn, if there are no allied {N}, transform a random allied {l} into {L}. Transform a random allied {w} into {W}.|20{r}: You draw two cards. You can use this ability only if there are no cards in your hand.|If there are no cards in your hand, you gain double charge.|As long as there is exactly one card in your hand, you can play cards as quick cards.|10{r}: Destroy all crystals in chosen cross.
M3_SHIP_M3H8_74;Stellamarya;74;Water;Light;175;At the start of your turn, if there are no allied {N}, transform a random allied {l} into {L}. Transform a random allied {w} into {W}.|20{r}: You draw two cards. You can use this ability only if there are no cards in your hand.|If there are no cards in your hand, you gain double charge.|As long as there is exactly one card in your hand, you can play cards as quick cards.|10{r}: Destroy all crystals in chosen cross.
M3_SHIP_M3H8_79;Stellamarya;79;Water;Light;180;At the start of your turn, if there are no allied {N}, transform a random allied {l} into {L}. Transform a random allied {w} into {W}.|20{r}: You draw two cards. You can use this ability only if there are no cards in your hand.|If there are no cards in your hand, you gain double charge.|As long as there is exactly one card in your hand, you can play cards as quick cards.|10{r}: Destroy all crystals in chosen cross.
M3_SHIP_M3H8_84;Stellamarya;84;Water;Light;185;At the start of your turn, if there are no allied {N}, transform a random allied {l} into {L}. Transform a random allied {w} into {W}.|20{r}: You draw two cards. You can use this ability only if there are no cards in your hand.|If there are no cards in your hand, you gain double charge.|As long as there is exactly one card in your hand, you can play cards as quick cards.|10{r}: Destroy all crystals in chosen cross.
M3_SHIP_M3H8_89;Stellamarya;89;Water;Light;190;At the start of your turn, if there are no allied {N}, transform a random allied {l} into {L}. Transform a random allied {w} into {W}.|20{r}: You draw two cards. You can use this ability only if there are no cards in your hand.|If there are no cards in your hand, you gain double charge.|As long as there is exactly one card in your hand, you can play cards as quick cards.|10{r}: Destroy all crystals in chosen cross.
M3_SHIP_M3H8_94;Stellamarya;94;Water;Light;195;At the start of your turn, if there are no allied {N}, transform a random allied {l} into {L}. Transform a random allied {w} into {W}.|20{r}: You draw two cards. You can use this ability only if there are no cards in your hand.|If there are no cards in your hand, you gain double charge.|As long as there is exactly one card in your hand, you can play cards as quick cards.|10{r}: Destroy all crystals in chosen cross.
M3_SHIP_M3H8_99;Stellamarya;99;Water;Light;200;At the start of your turn, if there are no allied {N}, transform a random allied {l} into {L}. Transform a random allied {w} into {W}.|20{r}: You draw two cards. You can use this ability only if there are no cards in your hand.|If there are no cards in your hand, you gain double charge.|As long as there is exactly one card in your hand, you can play cards as quick cards.|10{r}: Destroy all crystals in chosen cross.
M3_SHIP_M3H14_33;Lilia;33;Water;Darkness;135;Allied Fishes gain +7{h}.|Double the bonus of all allied Fishes.|20{r}: Change the element of all crystals in chosen 2x2 square to darkness.
M3_SHIP_M3H14_38;Lilia;38;Water;Darkness;140;45{r}: You draw a card. You draw a card from your opponent's deck.|Allied Fishes gain +7{h}.|Double the bonus of all allied Fishes.|20{r}: Change the element of all crystals in chosen 2x2 square to darkness.
M3_SHIP_M3H14_43;Lilia;43;Water;Darkness;145;45{r}: You draw a card. You draw a card from your opponent's deck.|Allied Fishes gain +7{h}.|Double the bonus of all allied Fishes.|20{r}: Change the element of all crystals in chosen 2x2 square to darkness.
M3_SHIP_M3H14_48;Lilia;48;Water;Darkness;150;Whenever an allied troop is destroyed, your opponent discards a card of their choice.|45{r}: You draw a card. You draw a card from your opponent's deck.|Allied Fishes gain +7{h}.|Double the bonus of all allied Fishes.|20{r}: Change the element of all crystals in chosen 2x2 square to darkness.
M3_SHIP_M3H14_53;Lilia;53;Water;Darkness;155;Whenever an allied troop is destroyed, your opponent discards a card of their choice.|45{r}: You draw a card. You draw a card from your opponent's deck.|Allied Fishes gain +7{h}.|Double the bonus of all allied Fishes.|20{r}: Change the element of all crystals in chosen 2x2 square to darkness.
M3_SHIP_M3H14_58;Lilia;58;Water;Darkness;160;Whenever an allied troop is destroyed, your opponent discards a card of their choice.|45{r}: You draw a card. You draw a card from your opponent's deck.|Allied Fishes gain +7{h}.|Double the bonus of all allied Fishes.|20{r}: Change the element of all crystals in chosen 2x2 square to darkness.
M3_SHIP_M3H14_63;Lilia;63;Water;Darkness;165;Whenever an allied troop is destroyed, your opponent discards a card of their choice.|45{r}: You draw a card. You draw a card from your opponent's deck.|Allied Fishes gain +7{h}.|Double the bonus of all allied Fishes.|20{r}: Change the element of all crystals in chosen 2x2 square to darkness.
M3_SHIP_M3H14_68;Lilia;68;Water;Darkness;170;Whenever an allied troop is destroyed, your opponent discards a card of their choice.|45{r}: You draw a card. You draw a card from your opponent's deck.|Allied Fishes gain +7{h}.|Double the bonus of all allied Fishes.|20{r}: Change the element of all crystals in chosen 2x2 square to darkness.
M3_SHIP_M3H14_73;Lilia;73;Water;Darkness;175;Whenever an allied troop is destroyed, your opponent discards a card of their choice.|45{r}: You draw a card. You draw a card from your opponent's deck.|Allied Fishes gain +7{h}.|Double the bonus of all allied Fishes.|20{r}: Change the element of all crystals in chosen 2x2 square to darkness.
M3_SHIP_M3H14_78;Lilia;78;Water;Darkness;180;Whenever an allied troop is destroyed, your opponent discards a card of their choice.|45{r}: You draw a card. You draw a card from your opponent's deck.|Allied Fishes gain +7{h}.|Double the bonus of all allied Fishes.|20{r}: Change the element of all crystals in chosen 2x2 square to darkness.
M3_SHIP_M3H14_83;Lilia;83;Water;Darkness;185;Whenever an allied troop is destroyed, your opponent discards a card of their choice.|45{r}: You draw a card. You draw a card from your opponent's deck.|Allied Fishes gain +7{h}.|Double the bonus of all allied Fishes.|20{r}: Change the element of all crystals in chosen 2x2 square to darkness.
M3_SHIP_M3H14_88;Lilia;88;Water;Darkness;190;Whenever an allied troop is destroyed, your opponent discards a card of their choice.|45{r}: You draw a card. You draw a card from your opponent's deck.|Allied Fishes gain +7{h}.|Double the bonus of all allied Fishes.|20{r}: Change the element of all crystals in chosen 2x2 square to darkness.
M3_SHIP_M3H14_93;Lilia;93;Water;Darkness;195;Whenever an allied troop is destroyed, your opponent discards a card of their choice.|45{r}: You draw a card. You draw a card from your opponent's deck.|Allied Fishes gain +7{h}.|Double the bonus of all allied Fishes.|20{r}: Change the element of all crystals in chosen 2x2 square to darkness.
M3_SHIP_M3H14_98;Lilia;98;Water;Darkness;200;Whenever an allied troop is destroyed, your opponent discards a card of their choice.|45{r}: You draw a card. You draw a card from your opponent's deck.|Allied Fishes gain +7{h}.|Double the bonus of all allied Fishes.|20{r}: Change the element of all crystals in chosen 2x2 square to darkness.
M3_SHIP_M3H18_42;Shihab;42;Earth;Water;145;15{r}: You create a random troop from the Relegatia set in your hand.|As long as there are at least 7 cards in your hand, you can play cards as quick cards.|The cost of troops in your hand is reduced by 3.|15{r}: Destroy all allied crystals.
M3_SHIP_M3H18_47;Shihab;47;Earth;Water;150;15{r}: You create a random troop from the Relegatia set in your hand.|As long as there are at least 7 cards in your hand, you can play cards as quick cards.|The cost of troops in your hand is reduced by 3.|15{r}: Destroy all allied crystals.
M3_SHIP_M3H18_52;Shihab;52;Earth;Water;155;Whenever you play a Map, you draw a card.|15{r}: You create a random troop from the Relegatia set in your hand.|As long as there are at least 7 cards in your hand, you can play cards as quick cards.|The cost of troops in your hand is reduced by 3.|15{r}: Destroy all allied crystals.
M3_SHIP_M3H18_57;Shihab;57;Earth;Water;160;Whenever you play a Map, you draw a card.|15{r}: You create a random troop from the Relegatia set in your hand.|As long as there are at least 7 cards in your hand, you can play cards as quick cards.|The cost of troops in your hand is reduced by 3.|15{r}: Destroy all allied crystals.
M3_SHIP_M3H18_62;Shihab;62;Earth;Water;165;Whenever you play a Map, you draw a card.|15{r}: You create a random troop from the Relegatia set in your hand.|As long as there are at least 7 cards in your hand, you can play cards as quick cards.|The cost of troops in your hand is reduced by 3.|15{r}: Destroy all allied crystals.
M3_SHIP_M3H18_67;Shihab;67;Earth;Water;170;Whenever you play a Map, you draw a card.|15{r}: You create a random troop from the Relegatia set in your hand.|As long as there are at least 7 cards in your hand, you can play cards as quick cards.|The cost of troops in your hand is reduced by 3.|15{r}: Destroy all allied crystals.
M3_SHIP_M3H18_72;Shihab;72;Earth;Water;175;Whenever you play a Map, you draw a card.|15{r}: You create a random troop from the Relegatia set in your hand.|As long as there are at least 7 cards in your hand, you can play cards as quick cards.|The cost of troops in your hand is reduced by 3.|15{r}: Destroy all allied crystals.
M3_SHIP_M3H18_77;Shihab;77;Earth;Water;180;Whenever you play a Map, you draw a card.|15{r}: You create a random troop from the Relegatia set in your hand.|As long as there are at least 7 cards in your hand, you can play cards as quick cards.|The cost of troops in your hand is reduced by 3.|15{r}: Destroy all allied crystals.
M3_SHIP_M3H18_82;Shihab;82;Earth;Water;185;Whenever you play a Map, you draw a card.|15{r}: You create a random troop from the Relegatia set in your hand.|As long as there are at least 7 cards in your hand, you can play cards as quick cards.|The cost of troops in your hand is reduced by 3.|15{r}: Destroy all allied crystals.
M3_SHIP_M3H18_87;Shihab;87;Earth;Water;190;Whenever you play a Map, you draw a card.|15{r}: You create a random troop from the Relegatia set in your hand.|As long as there are at least 7 cards in your hand, you can play cards as quick cards.|The cost of troops in your hand is reduced by 3.|15{r}: Destroy all allied crystals.
M3_SHIP_M3H18_92;Shihab;92;Earth;Water;195;Whenever you play a Map, you draw a card.|15{r}: You create a random troop from the Relegatia set in your hand.|As long as there are at least 7 cards in your hand, you can play cards as quick cards.|The cost of troops in your hand is reduced by 3.|15{r}: Destroy all allied crystals.
M3_SHIP_M3H18_97;Shihab;97;Earth;Water;200;Whenever you play a Map, you draw a card.|15{r}: You create a random troop from the Relegatia set in your hand.|As long as there are at least 7 cards in your hand, you can play cards as quick cards.|The cost of troops in your hand is reduced by 3.|15{r}: Destroy all allied crystals.
M3_SHIP_M3H17_51;Seraina;51;Water;Air;155;At the start of any player's turn, the player with less cards draws a card.|20{r}: Change the element of all allied air crystals to water.|The hero with less health deals double damage.|At the start of any player's turn, the hero with less charge gains 5 {r}.|20{r}: Change the element of all allied water crystals to air.
M3_SHIP_M3H17_56;Seraina;56;Water;Air;160;At the start of any player's turn, the player with less cards draws a card.|20{r}: Change the element of all allied air crystals to water.|The hero with less health deals double damage.|At the start of any player's turn, the hero with less charge gains 5 {r}.|20{r}: Change the element of all allied water crystals to air.
M3_SHIP_M3H17_61;Seraina;61;Water;Air;165;At the start of any player's turn, the player with less cards draws a card.|20{r}: Change the element of all allied air crystals to water.|The hero with less health deals double damage.|At the start of any player's turn, the hero with less charge gains 5 {r}.|20{r}: Change the element of all allied water crystals to air.
M3_SHIP_M3H17_66;Seraina;66;Water;Air;170;At the start of any player's turn, the player with less cards draws a card.|20{r}: Change the element of all allied air crystals to water.|The hero with less health deals double damage.|At the start of any player's turn, the hero with less charge gains 5 {r}.|20{r}: Change the element of all allied water crystals to air.
M3_SHIP_M3H17_71;Seraina;71;Water;Air;175;At the start of any player's turn, the player with less cards draws a card.|20{r}: Change the element of all allied air crystals to water.|The hero with less health deals double damage.|At the start of any player's turn, the hero with less charge gains 5 {r}.|20{r}: Change the element of all allied water crystals to air.
M3_SHIP_M3H17_76;Seraina;76;Water;Air;180;At the start of any player's turn, the player with less cards draws a card.|20{r}: Change the element of all allied air crystals to water.|The hero with less health deals double damage.|At the start of any player's turn, the hero with less charge gains 5 {r}.|20{r}: Change the element of all allied water crystals to air.
M3_SHIP_M3H17_81;Seraina;81;Water;Air;185;At the start of any player's turn, the player with less cards draws a card.|20{r}: Change the element of all allied air crystals to water.|The hero with less health deals double damage.|At the start of any player's turn, the hero with less charge gains 5 {r}.|20{r}: Change the element of all allied water crystals to air.
M3_SHIP_M3H17_86;Seraina;86;Water;Air;190;At the start of any player's turn, the player with less cards draws a card.|20{r}: Change the element of all allied air crystals to water.|The hero with less health deals double damage.|At the start of any player's turn, the hero with less charge gains 5 {r}.|20{r}: Change the element of all allied water crystals to air.
M3_SHIP_M3H17_91;Seraina;91;Water;Air;195;At the start of any player's turn, the player with less cards draws a card.|20{r}: Change the element of all allied air crystals to water.|The hero with less health deals double damage.|At the start of any player's turn, the hero with less charge gains 5 {r}.|20{r}: Change the element of all allied water crystals to air.
M3_SHIP_M3H17_96;Seraina;96;Water;Air;200;At the start of any player's turn, the player with less cards draws a card.|20{r}: Change the element of all allied air crystals to water.|The hero with less health deals double damage.|At the start of any player's turn, the hero with less charge gains 5 {r}.|20{r}: Change the element of all allied water crystals to air.
M3_SHIP_M3H20_60;Storm's Orphan;60;Water;Fire;165;Whenever you play an allied Vapyro, you create a random fire or water action from the Relegatia set in your hand.|20{r}: You draw a Vapyro.|Double the bonus of all allied Vapyro.|The cost of fire or water actions in your hand is reduced by 4.|30{r}: Destroy all allied non-fire, non-water crystals.
M3_SHIP_M3H20_65;Storm's Orphan;65;Water;Fire;170;Whenever you play an allied Vapyro, you create a random fire or water action from the Relegatia set in your hand.|20{r}: You draw a Vapyro.|Double the bonus of all allied Vapyro.|The cost of fire or water actions in your hand is reduced by 4.|30{r}: Destroy all allied non-fire, non-water crystals.
M3_SHIP_M3H20_70;Storm's Orphan;70;Water;Fire;175;Whenever you play an allied Vapyro, you create a random fire or water action from the Relegatia set in your hand.|20{r}: You draw a Vapyro.|Double the bonus of all allied Vapyro.|The cost of fire or water actions in your hand is reduced by 4.|30{r}: Destroy all allied non-fire, non-water crystals.
M3_SHIP_M3H20_75;Storm's Orphan;75;Water;Fire;180;Whenever you play an allied Vapyro, you create a random fire or water action from the Relegatia set in your hand.|20{r}: You draw a Vapyro.|Double the bonus of all allied Vapyro.|The cost of fire or water actions in your hand is reduced by 4.|30{r}: Destroy all allied non-fire, non-water crystals.
M3_SHIP_M3H20_80;Storm's Orphan;80;Water;Fire;185;Whenever you play an allied Vapyro, you create a random fire or water action from the Relegatia set in your hand.|20{r}: You draw a Vapyro.|Double the bonus of all allied Vapyro.|The cost of fire or water actions in your hand is reduced by 4.|30{r}: Destroy all allied non-fire, non-water crystals.
